HUNDENAME,GEBURTSJAHR_HUND,GESCHLECHT_HUND
"""Zappalla II"" Kora v. Tüfibach",2011,"w"
"Zar",2001,"m"
"Zara",2004,"w"
"Zara",2008,"w"
"Zara",2011,"w"
"Zara",2016,"w"
"Zarik",2010,"w"
"Zaro",2007,"m"
"Zaza",2012,"w"
"Zazou",2014,"w"
"Zeca",2012,"w"
"Zeila",2008,"w"
"Zeke",2013,"m"
"Zelda (Anirella's Zinderella)",2012,"w"
"ZEN du Llas Pourpre",2016,"m"
"Zeno (Zawadi)",2015,"m"
"Zepko",2008,"m"
"Zero",2013,"m"
"Zeus",2008,"m"
"Zeus",2008,"m"
"Zeus",2015,"m"
"Zeus",2016,"w"
"Zeus",2004,"m"
"Zeus",2012,"m"
"Zeus",2013,"m"
"Zeyna",2016,"w"
"Zeytin",2016,"m"
"Zhao",2008,"m"
"Zilla (Gozilla)",2010,"w"
"Zilli",2010,"w"
"Zimba",2005,"w"
"Zimba",2011,"w"
"Zindy  Jocko",2003,"w"
"Zino",2007,"m"
"Zion",2001,"m"
"Zipo",2006,"m"
"Zipper",2005,"m"
"Zippo",2005,"m"
"Zippora",2004,"w"
"Zisa",2015,"w"
"Zita",2007,"w"
"Zita",2015,"w"
"Zita",2000,"w"
"Zita",2007,"w"
"Zita",2008,"w"
"Zita",2009,"w"
"Zita",2011,"w"
"Ziva",2009,"w"
"Zizou",2016,"m"
"Zizou",2016,"m"
"Zlaki",2016,"m"
"Zoe",2011,"w"
"Zoe",2012,"w"
"Zoe",2015,"w"
"Zoe",2006,"w"
"Zoe Jane",2005,"w"
"Zoey (Dalia)",2010,"w"
"Zoki",2011,"w"
"Zola",2013,"w"
"Zola",2014,"w"
"Zora",2015,"w"
"Zora",2008,"w"
"Zora",2005,"w"
"Zora",2000,"w"
"Zorro",2015,"m"
"Zorro",2006,"m"
"Zorro",2005,"m"
"Zorro",2008,"m"
"Zorro",2007,"m"
"Zorro",2003,"m"
"Zorro",2009,"m"
"Zorro Neo",2015,"m"
"Zorro of blue Diamond",2009,"m"
"Zsebi",2008,"w"
"Zsebi",2013,"m"
"Zucca",2011,"w"
"Zucco",2015,"m"
"Zuki",2004,"m"
"Zuli",2007,"m"
"Zulu",2013,"m"
"Zuzu",2012,"w"
"Zyla",2012,"w"
"Zyna",2011,"w"
"Zyta",2009,"w"
"unbekannt",2009,"w"
"unbekannt",2010,"w"
"unbekannt",2010,"w"
"unbekannt",2016,"w"
"unbekannt",2011,"m"
"unbekannt",2016,"w"
"unbekannt",2015,"m"
"unbekannt",2011,"m"
"unbekannt",2007,"w"
"unbekannt",2005,"m"
"unbekannt",2005,"w"
"unbekannt",2001,"w"
